transaction_id,date_id,transaction_datetime,account_id,customer_id,branch_id,product_id,transaction_type,transaction_channel,transaction_amount,currency,running_balance,is_flagged_fraud
TXN00008853,20230910,2023-09-10 08:41:00,ACC000753,CUST00972,BR0016,PRD001,Interest Credit,Mobile App,8726.81,INR,481408.46,False
TXN00008854,20220428,2022-04-28 08:43:00,ACC000086,CUST00816,BR0012,PRD010,Deposit,ATM,6089.05,INR,321164.57,False
TXN00008855,20250614,2025-06-14 22:52:00,ACC001374,CUST00092,BR0019,PRD005,Withdrawal,Mobile App,-6395.9,INR,149571.37,False
TXN00008856,20221105,2022-11-05 09:40:00,ACC000454,CUST00882,BR0014,PRD006,Withdrawal,Online,-22140.67,INR,389186.62,False
TXN00008857,20220410,2022-04-10 07:32:00,ACC000736,CUST00875,BR0007,PRD010,Refund,POS,3466.99,INR,449038.82,False
TXN00008858,20220918,2022-09-18 19:37:00,ACC000870,CUST00308,BR0003,PRD002,Interest Credit,Online,28037.19,INR,91650.27,False
TXN00008859,20240919,2024-09-19 23:30:00,ACC000310,CUST00422,BR0022,PRD003,Refund,Mobile App,31948.9,INR,322807.15,False
TXN00008860,20250821,2025-08-21 14:04:00,ACC000323,CUST00817,BR0005,PRD003,Interest Credit,Mobile App,41152.23,INR,143939.63,False
TXN00008861,20251009,2025-10-09 09:46:00,ACC000705,CUST00088,BR0018,PRD006,Deposit,Mobile App,28702.77,INR,67177.92,False
TXN00008862,20221013,2022-10-13 11:57:00,ACC000703,CUST00684,BR0009,PRD005,Withdrawal,Online,-25186.72,INR,174900.68,False
TXN00008863,20221124,2022-11-24 20:33:00,ACC001171,CUST00584,BR0009,PRD001,Fee,POS,-4954.25,INR,379168.22,False
TXN00008864,20250131,2025-01-31 08:17:00,ACC000549,CUST00215,BR0010,PRD004,Payment,POS,-22988.13,INR,288622.78,False
TXN00008865,20220304,2022-03-04 19:48:00,ACC001137,CUST00267,BR0013,PRD005,Transfer,Branch,21197.12,INR,61836.93,False
TXN00008866,20231118,2023-11-18 17:52:00,ACC000144,CUST00404,BR0025,PRD008,Withdrawal,ATM,-43834.72,INR,72444.7,False
TXN00008867,20250729,2025-07-29 13:06:00,ACC000168,CUST00240,BR0004,PRD001,Withdrawal,Mobile App,-5279.29,INR,209789.63,False
TXN00008868,20250809,2025-08-09 14:13:00,ACC000188,CUST00789,BR0014,PRD002,Refund,Branch,79075.71,INR,319682.09,False
TXN00008869,20240108,2024-01-08 20:52:00,ACC001307,CUST00707,BR0014,PRD005,Interest Credit,ATM,60130.74,INR,109244.35,False
TXN00008870,20241027,2024-10-27 04:41:00,ACC000896,CUST00058,BR0021,PRD010,Transfer,POS,93204.17,INR,47751.12,False
TXN00008871,20231001,2023-10-01 19:34:00,ACC000911,CUST00030,BR0018,PRD002,Transfer,POS,80169.72,INR,330494.89,False
TXN00008872,20240724,2024-07-24 16:18:00,ACC000155,CUST00268,BR0002,PRD004,Deposit,Branch,35658.1,INR,136986.42,False
TXN00008873,20250120,2025-01-20 12:26:00,ACC001139,CUST00302,BR0025,PRD009,Deposit,Mobile App,5773.12,INR,165375.18,False
TXN00008874,20250428,2025-04-28 19:15:00,ACC000159,CUST00821,BR0016,PRD001,Transfer,Mobile App,84838.68,INR,77828.08,False
TXN00008875,20230421,2023-04-21 19:13:00,ACC000495,CUST00388,BR0008,PRD006,Refund,Mobile App,24128.08,INR,138003.06,False
TXN00008876,20220222,2022-02-22 09:27:00,ACC000716,CUST00063,BR0009,PRD006,Transfer,Online,56760.6,INR,347691.65,False
TXN00008877,20240124,2024-01-24 16:35:00,ACC000294,CUST00220,BR0023,PRD006,Deposit,POS,36303.73,INR,181098.75,False
TXN00008878,20230501,2023-05-01 19:05:00,ACC000435,CUST00349,BR0003,PRD008,Withdrawal,Mobile App,-18442.41,INR,92364.97,False
TXN00008879,20251019,2025-10-19 15:10:00,ACC001397,CUST00476,BR0005,PRD004,Deposit,Mobile App,86888.53,INR,303007.41,False
TXN00008880,20250209,2025-02-09 19:41:00,ACC000431,CUST00629,BR0024,PRD004,Withdrawal,Mobile App,-2037.62,INR,208945.42,False
TXN00008881,20230213,2023-02-13 15:00:00,ACC000274,CUST00340,BR0010,PRD007,Transfer,Branch,78930.28,INR,67645.78,False
TXN00008882,20241027,2024-10-27 11:59:00,ACC001127,CUST00364,BR0020,PRD001,Transfer,POS,4621.94,INR,255893.08,False
TXN00008883,20231030,2023-10-30 16:20:00,ACC000981,CUST00800,BR0017,PRD005,Withdrawal,POS,-33980.08,INR,308502.13,False
TXN00008884,20250505,2025-05-05 16:30:00,ACC001014,CUST00310,BR0003,PRD002,Fee,POS,-43890.76,INR,411233.42,False
TXN00008885,20240414,2024-04-14 11:14:00,ACC000421,CUST00058,BR0022,PRD010,Transfer,POS,5358.88,INR,197968.15,False
TXN00008886,20240525,2024-05-25 00:43:00,ACC001421,CUST00680,BR0013,PRD009,Payment,ATM,-21988.69,INR,437495.46,False
TXN00008887,20230102,2023-01-02 12:59:00,ACC000389,CUST00181,BR0011,PRD008,Payment,Mobile App,-28304.86,INR,411152.77,False
TXN00008888,20240928,2024-09-28 03:45:00,ACC000081,CUST00201,BR0007,PRD009,Withdrawal,POS,-20467.27,INR,462568.28,False
TXN00008889,20220907,2022-09-07 01:05:00,ACC001402,CUST00896,BR0001,PRD010,Payment,ATM,-37080.89,INR,96582.83,False
TXN00008890,20250617,2025-06-17 06:40:00,ACC001078,CUST00398,BR0009,PRD003,Withdrawal,POS,-47870.69,INR,135901.54,False
TXN00008891,20230115,2023-01-15 07:19:00,ACC000945,CUST00892,BR0002,PRD008,Deposit,Branch,92475.56,INR,217358.02,False
TXN00008892,20240521,2024-05-21 12:19:00,ACC001279,CUST00217,BR0011,PRD006,Transfer,Online,67615.98,INR,36620.29,False
TXN00008893,20240414,2024-04-14 20:18:00,ACC000971,CUST00663,BR0020,PRD010,Refund,Online,49027.52,INR,285039.08,False
TXN00008894,20240214,2024-02-14 12:32:00,ACC000249,CUST00382,BR0022,PRD003,Fee,Branch,-26835.43,INR,270871.8,False
TXN00008895,20240707,2024-07-07 18:48:00,ACC001074,CUST00266,BR0017,PRD007,Interest Credit,ATM,74847.41,INR,83097.32,False
TXN00008896,20230331,2023-03-31 16:48:00,ACC000799,CUST00425,BR0006,PRD009,Transfer,Branch,29273.24,INR,237906.42,False
TXN00008897,20230101,2023-01-01 22:14:00,ACC000727,CUST00487,BR0017,PRD002,Withdrawal,POS,-40745.91,INR,482682.68,False
TXN00008898,20250806,2025-08-06 10:01:00,ACC000720,CUST00536,BR0013,PRD004,Transfer,Branch,13902.05,INR,379576.32,False
TXN00008899,20230207,2023-02-07 14:59:00,ACC001115,CUST00828,BR0004,PRD010,Fee,ATM,-34462.09,INR,483805.89,False
TXN00008900,20220227,2022-02-27 15:33:00,ACC000839,CUST00040,BR0020,PRD002,Deposit,Mobile App,66231.22,INR,28052.44,False
TXN00008901,20230605,2023-06-05 03:53:00,ACC000512,CUST00582,BR0004,PRD010,Withdrawal,Online,-44173.5,INR,437449.51,False
TXN00008902,20250820,2025-08-20 01:12:00,ACC000429,CUST00340,BR0018,PRD001,Interest Credit,POS,40447.6,INR,62796.43,False
TXN00008903,20250212,2025-02-12 14:17:00,ACC001075,CUST00929,BR0018,PRD007,Interest Credit,ATM,86535.69,INR,479859.87,False
TXN00008904,20220729,2022-07-29 16:33:00,ACC000598,CUST00175,BR0011,PRD009,Fee,ATM,-34261.59,INR,120661.99,False
TXN00008905,20241130,2024-11-30 14:46:00,ACC001124,CUST00671,BR0002,PRD010,Interest Credit,Online,64901.4,INR,3208.45,False
TXN00008906,20240326,2024-03-26 22:29:00,ACC000082,CUST00751,BR0021,PRD005,Interest Credit,Branch,59061.53,INR,267192.82,False
TXN00008907,20220622,2022-06-22 21:39:00,ACC000027,CUST00430,BR0005,PRD005,Interest Credit,Online,66878.61,INR,35995.92,False
TXN00008908,20220822,2022-08-22 08:10:00,ACC000173,CUST00799,BR0011,PRD009,Fee,POS,-6132.49,INR,203193.11,False
TXN00008909,20240303,2024-03-03 17:46:00,ACC000032,CUST00938,BR0021,PRD001,Payment,Mobile App,-12681.94,INR,369971.02,False
TXN00008910,20240303,2024-03-03 02:03:00,ACC000774,CUST00745,BR0009,PRD006,Transfer,Mobile App,38913.56,INR,274251.36,False
TXN00008911,20251127,2025-11-27 19:16:00,ACC000352,CUST00918,BR0017,PRD001,Payment,POS,-22871.88,INR,61204.46,False
TXN00008912,20241128,2024-11-28 17:32:00,ACC000656,CUST00678,BR0001,PRD008,Fee,ATM,-44600.31,INR,110108.02,False
TXN00008913,20220429,2022-04-29 01:18:00,ACC000839,CUST00040,BR0020,PRD002,Interest Credit,POS,14541.53,INR,50381.58,False
TXN00008914,20221201,2022-12-01 11:26:00,ACC000244,CUST00228,BR0007,PRD003,Fee,ATM,-46725.41,INR,118774.77,False
TXN00008915,20250921,2025-09-21 07:07:00,ACC001090,CUST00703,BR0011,PRD001,Refund,Mobile App,89918.9,INR,249381.6,False
TXN00008916,20250102,2025-01-02 21:19:00,ACC000072,CUST00638,BR0018,PRD004,Withdrawal,Mobile App,-22642.14,INR,434004.08,False
TXN00008917,20250429,2025-04-29 23:39:00,ACC001198,CUST00163,BR0008,PRD003,Interest Credit,Online,25452.47,INR,486755.33,False
TXN00008918,20221120,2022-11-20 04:38:00,ACC001001,CUST00991,BR0025,PRD006,Transfer,Branch,32753.67,INR,317406.94,False
TXN00008919,20241007,2024-10-07 00:23:00,ACC001258,CUST00445,BR0018,PRD005,Refund,Mobile App,16945.98,INR,323294.84,False
TXN00008920,20250316,2025-03-16 04:52:00,ACC001134,CUST00909,BR0025,PRD002,Withdrawal,ATM,-29092.17,INR,207794.53,False
TXN00008921,20221011,2022-10-11 16:54:00,ACC000005,CUST00046,BR0019,PRD007,Withdrawal,ATM,-2748.32,INR,313277.67,False
TXN00008922,20220801,2022-08-01 04:46:00,ACC001315,CUST00486,BR0009,PRD007,Payment,POS,-39350.72,INR,137716.4,False
TXN00008923,20240717,2024-07-17 11:41:00,ACC000207,CUST00856,BR0022,PRD006,Withdrawal,Mobile App,-31555.42,INR,304992.88,False
TXN00008924,20240122,2024-01-22 05:12:00,ACC001353,CUST00536,BR0001,PRD003,Deposit,ATM,84464.65,INR,390866.19,False
TXN00008925,20251118,2025-11-18 01:34:00,ACC000864,CUST00702,BR0014,PRD009,Deposit,POS,82607.68,INR,300299.19,False
TXN00008926,20221205,2022-12-05 21:05:00,ACC001381,CUST00153,BR0012,PRD002,Transfer,Branch,40298.25,INR,145953.55,False
TXN00008927,20241111,2024-11-11 06:03:00,ACC000349,CUST00612,BR0017,PRD006,Interest Credit,POS,9469.91,INR,403047.46,False
TXN00008928,20220415,2022-04-15 13:04:00,ACC000114,CUST00244,BR0023,PRD006,Withdrawal,Mobile App,-22976.49,INR,446042.99,False
TXN00008929,20251226,2025-12-26 16:37:00,ACC000208,CUST00878,BR0012,PRD006,Withdrawal,ATM,-41337.56,INR,122693.46,False
TXN00008930,20240209,2024-02-09 04:48:00,ACC000765,CUST00207,BR0006,PRD001,Transfer,ATM,13796.55,INR,334655.15,False
TXN00008931,20231217,2023-12-17 03:59:00,ACC000978,CUST00526,BR0001,PRD006,Interest Credit,Mobile App,49961.04,INR,88846.16,False
TXN00008932,20240202,2024-02-02 11:41:00,ACC000562,CUST00751,BR0021,PRD001,Withdrawal,Mobile App,-23782.29,INR,169298.48,False
TXN00008933,20250529,2025-05-29 22:16:00,ACC000979,CUST00021,BR0007,PRD009,Payment,Branch,-7585.88,INR,204330.34,False
TXN00008934,20230114,2023-01-14 09:11:00,ACC000113,CUST00543,BR0012,PRD004,Interest Credit,Branch,13958.97,INR,453438.44,False
TXN00008935,20250530,2025-05-30 02:02:00,ACC000247,CUST00844,BR0006,PRD008,Deposit,Mobile App,85232.04,INR,479151.76,False
TXN00008936,20250705,2025-07-05 21:36:00,ACC001031,CUST00609,BR0006,PRD001,Withdrawal,Online,-376.51,INR,378259.57,False
TXN00008937,20231214,2023-12-14 12:06:00,ACC000554,CUST00263,BR0007,PRD007,Transfer,POS,35966.22,INR,153630.49,False
TXN00008938,20251022,2025-10-22 19:09:00,ACC000507,CUST00587,BR0012,PRD010,Refund,ATM,46499.55,INR,372756.97,False
TXN00008939,20251004,2025-10-04 07:51:00,ACC001246,CUST00067,BR0012,PRD009,Refund,ATM,51846.33,INR,312607.47,False
TXN00008940,20220813,2022-08-13 14:28:00,ACC000500,CUST00131,BR0010,PRD005,Interest Credit,Branch,38086.15,INR,298774.03,False
TXN00008941,20240108,2024-01-08 04:22:00,ACC000760,CUST00044,BR0008,PRD001,Withdrawal,Branch,-43354.99,INR,248125.15,False
TXN00008942,20220824,2022-08-24 02:43:00,ACC001450,CUST00432,BR0005,PRD010,Transfer,ATM,50084.33,INR,60376.82,False
TXN00008943,20220702,2022-07-02 18:39:00,ACC000718,CUST00397,BR0008,PRD007,Withdrawal,ATM,-13241.47,INR,430506.83,False
TXN00008944,20231213,2023-12-13 00:48:00,ACC001035,CUST00701,BR0018,PRD009,Payment,Branch,-6204.4,INR,202124.82,False
TXN00008945,20230320,2023-03-20 02:06:00,ACC001071,CUST00672,BR0011,PRD006,Deposit,ATM,30906.06,INR,443548.05,False
TXN00008946,20230915,2023-09-15 18:42:00,ACC000268,CUST00132,BR0021,PRD010,Payment,Branch,-6173.86,INR,212557.41,False
TXN00008947,20241026,2024-10-26 18:49:00,ACC001449,CUST00820,BR0006,PRD008,Refund,Mobile App,13727.14,INR,235811.69,False
TXN00008948,20250613,2025-06-13 16:01:00,ACC001443,CUST00279,BR0024,PRD010,Fee,ATM,-23509.07,INR,142090.24,False
TXN00008949,20250224,2025-02-24 23:38:00,ACC000215,CUST00365,BR0018,PRD009,Payment,ATM,-39957.88,INR,347749.86,False
TXN00008950,20250201,2025-02-01 09:36:00,ACC000483,CUST00576,BR0020,PRD003,Transfer,Branch,36359.29,INR,270913.02,False
TXN00008951,20240119,2024-01-19 03:20:00,ACC000999,CUST00313,BR0003,PRD007,Deposit,Online,49128.93,INR,204974.4,False
TXN00008952,20220604,2022-06-04 04:09:00,ACC001415,CUST00777,BR0018,PRD001,Payment,Online,-12673.2,INR,389627.17,False
TXN00008953,20220914,2022-09-14 20:06:00,ACC000477,CUST00499,BR0012,PRD004,Deposit,Online,81008.21,INR,460180.91,False
TXN00008954,20220823,2022-08-23 06:45:00,ACC000862,CUST00879,BR0019,PRD008,Deposit,ATM,58664.01,INR,193973.31,False
TXN00008955,20230515,2023-05-15 05:01:00,ACC000107,CUST00870,BR0011,PRD007,Fee,Online,-7528.47,INR,256203.2,False
TXN00008956,20221016,2022-10-16 04:04:00,ACC000229,CUST00570,BR0014,PRD009,Refund,Mobile App,91066.03,INR,383571.3,False
TXN00008957,20230525,2023-05-25 19:28:00,ACC000104,CUST00778,BR0022,PRD008,Deposit,ATM,65886.54,INR,370961.69,False
TXN00008958,20231210,2023-12-10 03:21:00,ACC000375,CUST00755,BR0025,PRD002,Transfer,ATM,78925.18,INR,170802.98,False
TXN00008959,20240224,2024-02-24 19:44:00,ACC001199,CUST00502,BR0004,PRD008,Fee,Mobile App,-49526.42,INR,383624.61,False
TXN00008960,20240612,2024-06-12 03:48:00,ACC000480,CUST00179,BR0010,PRD009,Fee,Mobile App,-3066.57,INR,284481.5,False
TXN00008961,20240215,2024-02-15 16:23:00,ACC001066,CUST00328,BR0021,PRD001,Deposit,POS,94512.75,INR,125190.97,False
TXN00008962,20221025,2022-10-25 00:58:00,ACC000593,CUST00268,BR0009,PRD002,Withdrawal,POS,-4192.32,INR,177314.72,False
TXN00008963,20220517,2022-05-17 16:56:00,ACC000435,CUST00349,BR0003,PRD008,Transfer,Mobile App,39479.0,INR,353759.35,False
TXN00008964,20230111,2023-01-11 01:05:00,ACC001127,CUST00364,BR0020,PRD001,Refund,Online,59486.94,INR,357821.77,False
TXN00008965,20220328,2022-03-28 21:40:00,ACC000312,CUST00564,BR0006,PRD002,Interest Credit,Mobile App,13364.63,INR,19783.1,False
TXN00008966,20251213,2025-12-13 15:29:00,ACC001480,CUST00701,BR0001,PRD010,Refund,ATM,36807.29,INR,17393.93,False
TXN00008967,20250507,2025-05-07 07:26:00,ACC000097,CUST00860,BR0022,PRD009,Interest Credit,POS,32148.25,INR,405069.87,False
TXN00008968,20230313,2023-03-13 13:17:00,ACC001221,CUST00015,BR0016,PRD006,Deposit,ATM,55424.88,INR,156737.38,False
TXN00008969,20250826,2025-08-26 01:06:00,ACC000504,CUST00972,BR0022,PRD003,Refund,POS,54499.24,INR,234472.09,False
TXN00008970,20250728,2025-07-28 18:17:00,ACC001426,CUST00916,BR0021,PRD004,Deposit,Online,16412.96,INR,364773.46,False
TXN00008971,20250908,2025-09-08 19:06:00,ACC000759,CUST00130,BR0001,PRD007,Withdrawal,ATM,-31601.15,INR,351289.58,False
TXN00008972,20240203,2024-02-03 12:11:00,ACC000911,CUST00030,BR0018,PRD002,Withdrawal,Branch,-44768.9,INR,486298.09,False
TXN00008973,20231203,2023-12-03 08:29:00,ACC000310,CUST00422,BR0022,PRD003,Payment,Branch,-6293.91,INR,412704.21,False
TXN00008974,20240730,2024-07-30 00:29:00,ACC000879,CUST00427,BR0024,PRD005,Payment,Branch,-13035.64,INR,215877.33,False
TXN00008975,20220601,2022-06-01 21:22:00,ACC000318,CUST00141,BR0002,PRD005,Transfer,Online,13351.99,INR,166261.85,False
TXN00008976,20250818,2025-08-18 21:32:00,ACC000694,CUST00270,BR0002,PRD010,Payment,Branch,-20417.58,INR,55443.3,False
TXN00008977,20250725,2025-07-25 13:53:00,ACC000016,CUST00184,BR0004,PRD009,Deposit,Online,87019.58,INR,343196.07,False
TXN00008978,20241028,2024-10-28 08:01:00,ACC000500,CUST00131,BR0010,PRD005,Deposit,Mobile App,74973.49,INR,399102.77,False
TXN00008979,20240317,2024-03-17 14:10:00,ACC001285,CUST00127,BR0003,PRD001,Fee,Mobile App,-10237.86,INR,428989.06,False
TXN00008980,20220823,2022-08-23 07:22:00,ACC000741,CUST00923,BR0020,PRD010,Fee,POS,-35899.89,INR,326718.21,False
TXN00008981,20231106,2023-11-06 08:35:00,ACC000343,CUST00330,BR0019,PRD002,Withdrawal,ATM,-27950.36,INR,123453.09,False
TXN00008982,20230715,2023-07-15 15:04:00,ACC001208,CUST00440,BR0024,PRD006,Deposit,Branch,9743.05,INR,198264.96,False
TXN00008983,20250818,2025-08-18 03:34:00,ACC000155,CUST00268,BR0002,PRD004,Interest Credit,Mobile App,80513.38,INR,261079.44,False
TXN00008984,20220207,2022-02-07 21:45:00,ACC000498,CUST00706,BR0013,PRD005,Fee,Online,-10586.99,INR,384602.94,False
TXN00008985,20250305,2025-03-05 15:44:00,ACC001286,CUST00376,BR0003,PRD010,Transfer,Branch,94131.42,INR,66820.54,False
TXN00008986,20240401,2024-04-01 16:16:00,ACC000114,CUST00244,BR0023,PRD006,Refund,Branch,21852.96,INR,434311.87,False
TXN00008987,20230225,2023-02-25 08:55:00,ACC001086,CUST00352,BR0003,PRD003,Payment,POS,-39164.43,INR,367669.91,False
TXN00008988,20250527,2025-05-27 17:41:00,ACC001163,CUST00056,BR0022,PRD005,Withdrawal,Mobile App,-40564.83,INR,109583.28,False
TXN00008989,20221214,2022-12-14 10:03:00,ACC000394,CUST00756,BR0018,PRD010,Transfer,POS,10231.21,INR,207149.63,False
TXN00008990,20250107,2025-01-07 21:23:00,ACC000505,CUST00719,BR0024,PRD003,Transfer,POS,27371.74,INR,380189.0,False
TXN00008991,20240118,2024-01-18 17:46:00,ACC001369,CUST00339,BR0020,PRD002,Withdrawal,POS,-47193.9,INR,272005.94,False
TXN00008992,20220930,2022-09-30 16:31:00,ACC000403,CUST00971,BR0015,PRD005,Withdrawal,ATM,-22315.47,INR,334279.36,False
TXN00008993,20250330,2025-03-30 17:10:00,ACC001074,CUST00266,BR0017,PRD007,Deposit,POS,32663.5,INR,314504.08,False
TXN00008994,20221104,2022-11-04 18:47:00,ACC001088,CUST00731,BR0006,PRD003,Fee,POS,-34553.4,INR,33909.09,False
TXN00008995,20251029,2025-10-29 19:21:00,ACC001099,CUST00520,BR0016,PRD007,Deposit,Branch,32380.63,INR,174996.08,False
TXN00008996,20240902,2024-09-02 05:29:00,ACC000562,CUST00751,BR0021,PRD001,Payment,ATM,-15085.5,INR,26157.31,False
TXN00008997,20240103,2024-01-03 08:51:00,ACC000802,CUST00581,BR0017,PRD006,Transfer,POS,46347.78,INR,239430.75,False
TXN00008998,20241029,2024-10-29 01:17:00,ACC000288,CUST00031,BR0007,PRD009,Fee,POS,-45653.58,INR,448855.4,False
TXN00008999,20230320,2023-03-20 20:17:00,ACC001237,CUST00353,BR0015,PRD005,Withdrawal,Mobile App,-31045.7,INR,211000.75,False
TXN00009000,20250210,2025-02-10 19:36:00,ACC001349,CUST00205,BR0005,PRD001,Payment,ATM,-24455.55,INR,255155.34,False
TXN00009001,20250513,2025-05-13 07:53:00,ACC000919,CUST00256,BR0009,PRD001,Refund,Branch,4121.87,INR,99607.65,False
TXN00009002,20230209,2023-02-09 18:57:00,ACC000023,CUST00936,BR0022,PRD001,Transfer,Branch,59232.62,INR,368682.13,False
TXN00009003,20240502,2024-05-02 14:37:00,ACC000959,CUST00292,BR0012,PRD008,Deposit,Mobile App,78602.14,INR,108243.14,False
TXN00009004,20250505,2025-05-05 23:04:00,ACC000107,CUST00870,BR0011,PRD007,Interest Credit,ATM,17370.87,INR,475637.5,False
TXN00009005,20240217,2024-02-17 16:18:00,ACC000373,CUST00811,BR0016,PRD001,Transfer,Branch,36780.18,INR,499688.83,True
TXN00009006,20220425,2022-04-25 03:14:00,ACC000305,CUST00632,BR0024,PRD004,Withdrawal,POS,-6734.88,INR,254077.78,False
TXN00009007,20250218,2025-02-18 00:56:00,ACC000140,CUST00518,BR0021,PRD002,Fee,Mobile App,-20270.67,INR,7249.88,False
TXN00009008,20220306,2022-03-06 10:31:00,ACC000164,CUST00335,BR0019,PRD001,Interest Credit,ATM,75374.38,INR,384199.75,False
TXN00009009,20250723,2025-07-23 16:42:00,ACC000842,CUST00901,BR0025,PRD004,Fee,Online,-17062.73,INR,175170.26,False
TXN00009010,20240404,2024-04-04 16:42:00,ACC001487,CUST00495,BR0012,PRD001,Payment,Branch,-28349.42,INR,312944.32,False
TXN00009011,20220827,2022-08-27 09:00:00,ACC000716,CUST00063,BR0009,PRD006,Withdrawal,Online,-36502.66,INR,110998.0,False
TXN00009012,20221029,2022-10-29 20:52:00,ACC000586,CUST00076,BR0011,PRD005,Fee,ATM,-9175.63,INR,20799.57,False
TXN00009013,20251116,2025-11-16 18:57:00,ACC000103,CUST00002,BR0025,PRD006,Payment,ATM,-36271.61,INR,135141.68,False
TXN00009014,20240826,2024-08-26 21:01:00,ACC000147,CUST00582,BR0022,PRD010,Refund,Mobile App,22476.95,INR,482092.48,False
TXN00009015,20230104,2023-01-04 21:53:00,ACC000932,CUST00407,BR0015,PRD010,Refund,Online,30082.91,INR,422795.25,False
TXN00009016,20220821,2022-08-21 23:36:00,ACC001260,CUST00704,BR0025,PRD007,Payment,POS,-6635.03,INR,282521.04,False
TXN00009017,20220714,2022-07-14 22:57:00,ACC001127,CUST00364,BR0020,PRD001,Refund,ATM,2980.24,INR,240432.6,False
TXN00009018,20240625,2024-06-25 22:10:00,ACC000285,CUST00742,BR0001,PRD007,Payment,ATM,-11775.08,INR,455380.06,False
TXN00009019,20241101,2024-11-01 14:07:00,ACC001082,CUST00726,BR0013,PRD009,Payment,Mobile App,-5626.8,INR,281030.82,False
TXN00009020,20240709,2024-07-09 16:06:00,ACC001124,CUST00671,BR0002,PRD010,Refund,Mobile App,18988.8,INR,253450.71,False
TXN00009021,20231120,2023-11-20 10:00:00,ACC000736,CUST00875,BR0007,PRD010,Withdrawal,ATM,-14939.44,INR,157015.89,False
TXN00009022,20220626,2022-06-26 05:04:00,ACC001097,CUST00688,BR0022,PRD002,Withdrawal,Branch,-18353.38,INR,467492.92,False
TXN00009023,20220805,2022-08-05 15:39:00,ACC001335,CUST00851,BR0004,PRD010,Refund,Mobile App,63039.38,INR,45827.77,False
TXN00009024,20241031,2024-10-31 14:37:00,ACC000608,CUST00347,BR0006,PRD004,Deposit,POS,6093.46,INR,243821.5,False
TXN00009025,20230922,2023-09-22 05:10:00,ACC000452,CUST00867,BR0008,PRD004,Deposit,Mobile App,88175.01,INR,355426.11,False
TXN00009026,20220613,2022-06-13 09:27:00,ACC000226,CUST00415,BR0019,PRD005,Deposit,Online,67878.11,INR,170495.87,False
TXN00009027,20220222,2022-02-22 00:11:00,ACC000757,CUST00828,BR0021,PRD010,Refund,Branch,82756.76,INR,12754.48,False
TXN00009028,20220806,2022-08-06 05:12:00,ACC000830,CUST00177,BR0002,PRD008,Refund,ATM,34731.19,INR,25225.57,False
TXN00009029,20240925,2024-09-25 04:56:00,ACC000046,CUST00229,BR0017,PRD001,Interest Credit,Online,28940.36,INR,232460.83,False
TXN00009030,20240403,2024-04-03 09:32:00,ACC000536,CUST00907,BR0009,PRD001,Withdrawal,Online,-26120.98,INR,24288.2,False
TXN00009031,20251015,2025-10-15 10:01:00,ACC000827,CUST00624,BR0016,PRD005,Payment,POS,-6933.32,INR,307695.74,False
TXN00009032,20230120,2023-01-20 10:57:00,ACC000110,CUST00315,BR0010,PRD010,Refund,POS,2248.0,INR,339855.99,False
TXN00009033,20220225,2022-02-25 18:14:00,ACC000662,CUST00027,BR0025,PRD007,Withdrawal,ATM,-3291.69,INR,191591.37,False
TXN00009034,20220428,2022-04-28 03:01:00,ACC001355,CUST00207,BR0022,PRD007,Payment,ATM,-15354.93,INR,294252.88,False
TXN00009035,20240618,2024-06-18 13:41:00,ACC000276,CUST00044,BR0022,PRD001,Deposit,Online,56429.82,INR,459231.87,False
TXN00009036,20250630,2025-06-30 22:58:00,ACC000736,CUST00875,BR0007,PRD010,Payment,Mobile App,-5747.65,INR,444913.24,False
TXN00009037,20240308,2024-03-08 19:11:00,ACC000279,CUST00052,BR0013,PRD007,Deposit,Mobile App,52113.84,INR,289406.2,False
TXN00009038,20240219,2024-02-19 05:36:00,ACC000394,CUST00756,BR0018,PRD010,Transfer,Online,55653.34,INR,259821.28,False
TXN00009039,20241012,2024-10-12 00:07:00,ACC000289,CUST00392,BR0020,PRD001,Payment,Mobile App,-25164.38,INR,176098.72,False
TXN00009040,20240313,2024-03-13 11:02:00,ACC000979,CUST00021,BR0007,PRD009,Transfer,ATM,27809.13,INR,322320.16,False
TXN00009041,20240424,2024-04-24 16:07:00,ACC001296,CUST00548,BR0020,PRD003,Refund,Online,69447.89,INR,228859.3,False
TXN00009042,20250418,2025-04-18 19:47:00,ACC000638,CUST00289,BR0021,PRD005,Interest Credit,Mobile App,1450.9,INR,280044.6,False
TXN00009043,20251209,2025-12-09 00:55:00,ACC000054,CUST00477,BR0015,PRD003,Deposit,POS,21069.48,INR,325437.05,False
TXN00009044,20250612,2025-06-12 21:19:00,ACC001220,CUST00973,BR0011,PRD010,Payment,Mobile App,-36477.59,INR,202958.49,False
TXN00009045,20240504,2024-05-04 09:57:00,ACC000681,CUST00558,BR0003,PRD001,Transfer,Branch,87415.0,INR,279320.84,False
TXN00009046,20231209,2023-12-09 15:10:00,ACC000687,CUST00379,BR0007,PRD001,Deposit,Branch,19757.26,INR,458384.48,False
TXN00009047,20250108,2025-01-08 17:50:00,ACC000056,CUST00290,BR0019,PRD002,Transfer,Branch,86299.87,INR,259993.58,False
TXN00009048,20220122,2022-01-22 00:45:00,ACC000272,CUST00850,BR0017,PRD001,Fee,Online,-38518.97,INR,209940.07,False
